714	大内密探零零发 大內密探零零發	1996	7.8	粤语	89.0	1996-02-16(香港)	香港	喜剧|动作|爱情|古装	喜剧|香港|搞笑|经典|星爷|1996|古装|中国	零零恭、零零喜、零零发（周星驰 饰）、零零财是宫廷四大高手，专职保卫皇帝（张达明 饰）的安全。虽号称四大高手之一，零零发实际上只会搞些小发明完全不会武功，某次因为未完成皇帝交办的捉拿江湖四大怪杰的任务，他被开除出宫。回家后，零零发开了一家妇科诊所，时常会用一些小发明讨得老婆（刘嘉玲 饰）心花怒放，日子也算怡然自乐。 金国以“天外飞仙”尸体为由将皇帝从宫中骗出，并伺机杀死了紧跟皇帝的三大高手，关键时刻，零零发用他发明的“直升机”和“机关枪”救皇帝一命。不死心的敌手随后派来名妓琴操（李若彤 饰）引诱零零发，零零发与老婆将计就计演起双簧。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455844666.jpg
715	千年女优 千年女優	2001	8.6	日语	87.0	2001-07-28(加拿大奇幻电影节)|2002-09-14(日本)	日本	剧情|爱情|动画	今敏|动画|日本|日本动画|爱情|千年女优|动漫|日本电影	60岁的立花源也和28岁的摄影师井田恭二不远千里跋山涉水上门去拜访隐居了三十年的一代影星藤原千代子，为了给她拍摄一生自传的纪录片。款款前来的千代子虽然已界75岁高龄，但仍然优雅美丽，左眼下标志性的小痣也仍然俏皮。立花双手递上一把钥匙，千代子深受震动，称这把钥匙是开启一个秘密的关键，当年她不慎丢失，今日竟还能再回手中。千代子的思绪飞到老远。                                        |                                    　　1926年9月1日，藤原千代子呱呱坠地，水灵清秀的她16岁就被星探发掘，然而直到遇上一个画家，她救他于乱世中，藏于自家仓库内，他赠她一把钥匙，说这是开启秘密的关键，并承诺再与她重逢时带她去看北海道的雪。然而次日千代子放学归家时画家已经因为逃开追捕逃离远去。                                        |                                    　　千代子自此进入电影圈，只因为画家最后说他会去满洲作战，而第一部电影承诺会去满洲取景。从此千代子的银幕生涯拉开，拍摄了代表日本战国、幕府、大正及昭和等四个不同时期...	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173729449.jpg
716	莫娣 Maudie	2016	9.0	英语	115.0	2016-09-02(特柳赖德电影节)|2017-08-04(爱尔兰)	爱尔兰 | 加拿大	剧情|爱情|传记	爱情|传记|文艺|温情|女性|加拿大|爱尔兰|剧情	新斯科舍一名患有关节炎的女人，做家庭主妇的同时，作为一个艺术家并打磨自身技能，最终成为社区一位受人爱戴的人。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431089276.jpg
717	催眠大师	2014	7.6	汉语普通话	104.0	2014-04-29(中国大陆)	中国大陆	剧情|悬疑|惊悚	悬疑|心理|徐峥|莫文蔚|剧情|国产电影|中国|2014	著名的心理治疗师徐瑞宁（徐峥 饰）擅长催眠治疗，深得业界的赞扬。但是心高气傲的他却遭遇了职业生涯中最棘手的案件，那就是恩师方教授（吕中 饰）推荐给他的女病人任小妍（莫文蔚 饰）。一天晚上，女助手Amy（杨凯迪 饰）引见来了任小妍，但是这个女病人似乎一直都不太配合，对待医生态度强硬，而且坚信自己能有超自然的能力，瑞宁觉得她没有说出真相，于是开始了催眠疗法。意想不到的是任小妍反而掌控了局面，而真相居然与瑞宁的妻子（胡静 饰）以及好友洛雨凇（王耀庆 饰）有关，任小妍的身份真正是什么？瑞宁似乎掉进了一个设计好的陷阱里……                                    |                                　　本片是陈正道导演自《101次求婚》之后的一部力作，徐峥担任了本片监制及主演。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181062460.jpg
718	角斗士 Gladiator	2000	8.5	英语	155.0	2000-05-05(美国)	美国 | 英国	剧情|动作|冒险	史诗|角斗士|美国|罗马|战争|动作|经典|历史	马克西·蒙斯（罗素·克劳 饰）是罗马帝国战功显赫，受人拥戴的大将军。老国王马库斯·奥利利乌斯（理查德·哈里斯 饰）对大将军赏识有加，有意加冕于他。老国王对将军这种超越亲情的宠爱自然招来太子康莫迪乌斯的妒忌与不安，太子伺机杀害父亲，抢先登上王位，并马上下令诛杀大将军一家。                                    |                                　　马克西蒙斯死里逃生躲过暴君的魔爪，可是他所有的家人都未能幸免于难，返回家园，他只看到满目疮痍的破败景象。走投无路的马克西蒙斯只能投身为奴，从昔日的大将军沦为一名角斗士，在血腥厮杀中苟且求生。                                    |                                　　凭借英勇的气魄和高超的武艺，马克西蒙斯渐渐脱颖而出，晋级到罗马的大角斗场。这一次，他的剑直指暴君康莫迪乌斯，失去亲人的痛苦，沦为奴隶的屈辱，在马克西蒙斯的内心燃起了熊熊怒火。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1601948450.jpg
719	芝加哥 Chicago	2002	8.7	英语 | 匈牙利语	113.0	2002-12-27(美国)	美国 | 德国	喜剧|歌舞|犯罪	美国|歌舞|歌舞片|音乐剧|歌舞剧|美国电影|音乐|2002	两个女人，有着相似的经历，甚至是相似的心计，展开了为求成名的争夺战。                                    |                                　　维尔玛（凯瑟琳•泽塔-琼斯 Catherine Zeta-Jones饰）是一个夜总会舞女，名气不大。因为一怒之下枪杀了出轨丈夫而被关进大牢。比利（理查德•基尔Richard Gere饰）是当地一个靠打谋杀案官司而提升知名度的律师，他受理了这桩案件，心中有着自己的打算。他借助媒体炒作维尔玛的案子，一方面维尔玛瞬间成为红人，而他自己也声名大振。                                    |                                　　然而洛克茜（芮妮·齐薇格 Renée Zellweger 饰）的案件却让比利转移了注意力。梦想成为歌星的洛克茜也是因为怒杀男友而身负罪名，比利决定要把她包装成楚楚可怜的受害者，令媒体更疯狂的大肆报道。                                    |                                　　维尔玛觉察形势不妙，为了成名，她跟洛克茜之间的斗法不可避免的开始了。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454020352.jpg
720	名侦探柯南：通向天国的倒计时 名探偵コナン 天国へのカウントダウン	2001	8.5	日语	100.0	2001-04-21(日本)	日本	动作|动画|悬疑|惊悚	柯南|剧场版|动画|日本|名侦探柯南|动漫|柯南剧场版|日本动画	柯南、灰原及少年侦探队成员步美、光彦、元太随博士这日露营完毕，绕道参观西多摩市新建于富士山前的日本第一双塔摩天大楼，毛利小五郎恰也应双塔所有者、他的学妹常盘美绪之邀，携小兰、园子参加开幕典礼。美绪介绍下，他们认识以画富士山闻名的画师如月峰水、市议员大木岩松、双塔的设计者风间英彦（森谷帝二的弟子，第一弹《引爆摩天楼》中，森谷曾向新一挑战）、天才程序员原。期间灰原的举动异常。                                        |                                    　　大木提前入住B塔被害，目暮警官着手调查发现他与美绪似有不同寻常关系，不久原亦被杀害于家中。因为现场都留有与日本画画师作画时所用的乳钵相似的小酒杯碎片，两起案件似系一人所为。柯南由小酒杯联想到灰原曾效力的、以酒名为绰号的黑暗组织，并注意到第二起案件中碎片上未沾染血迹。与此同时他找到灰原举动异常的原因，却发现她正被人追踪。而园子玩笑弄的发式令她像极了雪莉（灰原）。                                        |                                    　　开幕酒会上，美绪向宾...	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453730108.jpg
721	独立日 Independence Day	1996	8.0	英语	145.0	1996-07-02(加拿大)|1996-07-03(美国)	美国	动作|科幻|冒险|灾难	科幻|美国|灾难|外星人|经典|动作|战争|1996	未来某年的7月2日，美国各地的监视站发现一艘直径达数百英里的巨大飞船接近了地球。飞船发出的无线电信号干扰了地球的通信卫星信号，并放出了多艘直径达15英里的子飞船飞抵地球上各大城市的上空。外星飞船敌友未明，人们陷入了恐慌和迷惑。                                    |                                　　电脑工程师戴维（杰夫•戈德布拉姆 饰）破译出外星人发出的无线电信号，其实是攻击的倒计时信号，他设法通知了前妻，总统的助理康妮，但是为时已晚，7月3日，外星人的飞船开始攻击地球，人类文明瞬间遭到巨大的打击和灾难。总统（比尔•普尔曼 饰）等人撤离到军事基地，指挥空军反击，却犹如以卵击石，毫无作用，军事基地也被摧毁，唯有飞行员史蒂文（威尔•史密斯 饰）设法诱使一架外星人战斗飞艇坠毁。                                    |                                　　幸存者们逃到了秘密军事基地，在那里，科学家们一直在研究一艘50多年前坠毁的外星飞艇，致力于找出对付外星人的办法，那里也是人类最后的希望……	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453518655.jpg
722	伴我同行 Stand by Me	1986	8.9	英语	89.0	1986-08-08(美国)	美国	剧情|儿童|冒险	成长|美国|青春|童年|友情|1986|剧情|经典	这是一部关于成长的电影。著名作家戈迪（理查德•德莱福斯 Richard Dreyfuss 饰）回忆起他12岁时的一次冒险活动：当时，年少的戈迪（威尔•惠顿 Wil Wheaton 饰）与他的三个小伙伴克里斯（瑞凡•菲尼克斯 River Phoenix 饰）、泰迪（科里•费尔德曼 Corey Feldman 饰）和维恩为了当一回“英雄”去河的对岸的森林里寻找一具12岁男孩的尸体。                                    |                                　　4个少年家庭各有问题，他们都有自己的心事。在旅程中每个人的性格都被体现得淋漓尽致：四个男孩性格中的软弱和坚强，在闪火车，翻铁门，越森林等一系列的行动中被最大限度的放大；每个人都有自己可望而不可及的梦想……                                    |                                　　1987年金球奖最佳电影、最佳导演提名，1987年奥斯卡奖最佳编剧提名	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1979379460.jpg
723	万箭穿心	2012	8.6	汉语普通话 | 武汉方言	118.0	2012-11-16(中国大陆)	中国大陆	剧情|家庭	中国|家庭|剧情|女性|人性|人生|武汉|2012	90年代的武汉，一个普通家庭里丈夫马学武（焦刚 饰）是一家国企的厂办主任，妻子李宝莉（颜丙燕 饰）是汉正街的一名小贩，二人还有一个儿子小宝（李现 饰）。一次企业分房让这个家庭住进了新房，岂料从搬家那天起一系列让人始料未及的变故接踵而来：丈夫马学武提出离婚、妻子发现丈夫出轨、无家可归 的婆婆要入住新家，终于马学武在一系列打击下走向了自杀之路。宝莉的好友小景（赵倩 饰）把一切厄运归结于新房的风水不好，称之“万箭穿心”，个性倔强的李宝莉不愿妥协，决意撑起这个家……                                    |                                　　电影《万箭穿心》根据武汉籍著名作家方方的同名小说改编，入围第25届东京国际电影节主竞赛单元。	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1759644668.jpg
724	爱在暹罗 รักแห่งสยาม	2007	8.3	泰语	150.0	2007-11-22(泰国)	泰国	剧情|爱情|同性	泰国|青春|爱情|同性|成长|温情|感人|2007	Mew（Witwisit Hirunwongkul饰）和Tong（Mario Maurer饰）是一对小伙伴，一场悲剧却使二人不得不分开：Tong的姐姐阿红在一次野外旅行中不幸失踪，Tong的父母迅速决定离开这个伤心地。                                    |                                　　几年后，长大了的两人在曼谷广场意外重逢，此时，Mew是August乐团的创作加主唱，相依为命的嬷嬷去世后，他独自一人寂寞地生活。Tong的家庭也难现欢乐，爸爸因为过度思念死去的女儿，整日借酒浇愁。重逢后，时间就像是逆流回童年，两人重拾以往的亲密无间，还是无话不谈的朋友。                                    |                                　　渐渐的，一种新的情愫开始在两人心中滋生，派对上，Mew唱出他写的第一首情歌——为Tong而写的情歌，二人情不自禁亲吻了，不料这一幕却被Tong的妈妈尽收眼底……Tong和Mew的交往开始受到阻挠，二人陷入痛苦之中，亦因此得以重新审视这份感情。	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1024585648.jpg
725	勇士 Warrior	2011	8.9	英语	140.0	2011-09-09(美国)	美国	剧情|家庭|运动	动作|美国|励志|亲情|剧情|汤姆·哈迪|家庭|2011	这是一个破碎的家庭，酗酒的教练父亲帕迪（尼克·诺特 Nick Nolte 饰）家暴妻子，次子汤米（汤姆·哈迪 Tom Hardy 饰）与不堪忍受的母亲远赴他乡；长子布兰登（乔尔·埃哲顿 Joel Edgerton 饰）为了爱情选择留下，并认为从此可以得到父亲的器重与栽培，然而最后父子还是分道扬镳。时隔多年后，汤米带着母亲痛苦死去的悲伤记忆，以及在伊战中的惨痛经历找到父亲，要求后者再度担任自己的教练，以参加MMA的重奖大赛；几乎与此同时，昔日的职业格斗选手、如今的中学物理教师布兰登为金钱所困扰，他不能忍受自己无法为妻女提供庇护，决定重返赛场。在MMA的赛场上，这对分离多年的兄弟将再度聚首，用血与汗的交融，化释彼此的心结……	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg
726	海盗电台 The Boat That Rocked	2009	8.6	英语	116.0	2009-04-01(英国)	英国 | 德国 | 法国	剧情|喜剧|音乐	英国|摇滚|音乐|喜剧|海盗电台|理想|励志|2009	1966年，大西洋北海上漂浮着的一艘船，是深受不列颠听众喜爱的摇滚电台的大本营。因吸毒而退学的 Carl（汤姆·斯图里奇 Tom Sturridge 饰）被母亲 Charlotte（艾玛·汤普森 Emma Thompson 饰）送到这里，认识了 Quentin（比尔·奈伊 Bill Nighy 饰）、The Count（菲利普·塞默·霍夫曼 Philip Seymour Hoffman 饰）、Dave（尼克·弗罗斯特 Nick Frost 饰）等热爱音乐崇尚自由的人。另一方面，政府高官 Sir Alistair Dormandy（肯尼思·布拉纳 Kenneth Branagh 饰）决定设法取缔非法电台。随着政府向电台的赞助商施压，电台的收入持续降低。此时，出国两年现已享有国际盛誉的 Gavin（瑞斯·伊凡斯 Rhys Ifans 饰）决定海归，解决了...	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg
727	滚蛋吧！肿瘤君	2015	7.4	汉语普通话 | 英语 | 韩语	128.0	2015-08-13(中国大陆)	中国大陆	喜剧|爱情	励志|温情|人生|漫画改编|喜剧|熊顿|2015|爱情	即将迎来29岁生日的青年漫画家熊顿（白百何 饰），却接二连三遭遇了常人难以想象的打击。工作被炒，男友跳票，还莫名其妙到警察局走了一遭。更糟糕的是，她在聚会上突然晕倒，经检查后才发现自己的身体出了问题。一向乐观开朗的熊顿并未被病魔吓到和打败，她笑嘻嘻地调侃吐槽周遭的人和事，一脸花痴地望着英俊帅气的梁医生（吴彦祖 饰）。最重要的是，身处逆境的她身边还有父母（李建义 & 刘莉莉 饰）以及夏梦（李媛 饰）等一班好友的鼎力支持。无论驶向哪里，熊顿永远不会孤独，不会放弃……                                    |                                　　本片根据已故漫画家熊顿以自身经历创作的同名漫画改编。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259298553.jpg
728	阿黛尔的生活 La vie d'Adèle	2013	8.4	法语 | 英语	179.0	2013-05-23(戛纳电影节)|2013-10-09(法国/比利时)	法国 | 比利时 | 西班牙 | 突尼斯	剧情|爱情|同性	同性|法国|爱情|女性|情色|戛纳|2013|剧情	故事主角是15岁女孩阿黛尔（阿黛尔·艾克萨勒霍布洛斯 Adèle Exarchopoulos 饰），她有一个帅气的同学男友托马斯（热雷米·拉厄尔特 Jeremie Laheurte 饰），但托马斯并没能走进她的心。她在街头意外遇到一个美丽的蓝发女孩艾玛（蕾雅·赛杜 Léa Seydoux 饰）后，第一次体验到小鹿乱撞般的怦然心动。而当某晚阿黛尔忐忑不安的走进一家同志酒吧，发现艾玛就在那儿等着她呢。女孩们的彼此靠近让阿黛尔的青春期变得复杂起来…...                                        |                                    　　《阿黛尔的生活》改编自法国女作家朱莉·马洛的情欲漫画《蓝色是最温暖的颜色》（即英文片名），讲述了女孩阿黛尔一段如火如荼的同性爱情。3个小时的片长长而不闷，充满各种情趣元素，而在性爱内容上又惊人的大胆。影片最可贵之处，是没有将同性恋做为热点话题加以投机，而是以同性之爱作为承载，寄托人类最美好也最伤感的初恋情...	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2162563238.jpg
729	智取威虎山	2014	7.7	汉语普通话 | 英语	141.0	2014-12-23(中国大陆)	中国大陆 | 香港	剧情|动作|战争|冒险	动作|战争|历史|中国大陆|革命|2014|剧情|3D	1947年冬，为了从土匪手中夺取控制东北九岭上万先遣军的分布图，东北民主联军203小分队队长少剑波（林更新 饰）委派侦查员杨子荣（张涵予 饰）卧底潜入最大的土匪山头“威虎山”。杨子荣凭借自己的机智应变获得了匪首座山雕（梁家辉 饰）和座下八大金刚的赏识，被封为威虎山“老九”。座山雕天生多疑，多次派人试探杨子荣，杨子荣一面与土匪多方周旋，一面涉险为山下战友传出情报。一波未平一波又起，被203小分队生擒的土匪联络副官栾平（杜奕衡 饰）趁乱逃脱，知道杨子荣卧底详情的他竟出现在威虎寨中与杨子荣当面对质，杨子荣腹背受敌陷入全面危机......	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215164906.jpg
730	岁月的童话 おもひでぽろぽろ	1991	8.6	德语 | 日语 | 匈牙利语	118.0	1991-07-20(日本)	日本	剧情|爱情|动画	宫崎骏|动画|日本|岁月的童话|高畑勋|吉卜力|日本动画|成长	妙子今年27岁了，她向公司请了十天的假，到乡间享受向往已久的乡村生活。自此，她便常常想起了她五年级那一年的往事。一路上不断回想五年级时发生的往事，到达目的地后，迎接她的是一名乡村小伙子，比她小2岁的俊雄。                                    |                                　　她开始了农民的生活，并乐在其中，向俊雄分享她小时候的点点滴滴，在乡间看到的景色都能勾起美好的回忆。两人相处甚欢，一起感受岁月流逝的痕迹。正在她要离开的前一天晚上，俊雄的奶奶竟向妙子建议与俊雄结婚，顿时又牵起了妙子的回忆……	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453886709.jpg
731	史密斯夫妇 Mr. & Mrs. Smith	2005	7.7	英语 | 西班牙语	120.0	2005-07-08(中国大陆)|2005-06-07(加州首映)|2005-06-10(美国)	美国	喜剧|动作|爱情	动作|美国|爱情|特工|喜剧|经典|2005|欧美	约翰（布拉德•皮特 Brad Pitt 饰）和简（安吉丽娜•朱莉 Angelina Jolie  饰）已经结婚了7年多，生活就像淡水般无味。婚姻就像坟墓，让他们过着死水一潭的生活。然而这仅仅是表象。背后他们各有刺激惊险的职业——约翰和简分属两个不同的秘密杀手机构，但彼此却不知道对方的职业身份。直到他们同时接到一个任务，刺杀目标竟是同一人。身份的真相才开始慢慢揭开。                                    |                                　　反复的试探和猜测，简终于不小心说穿了自己身份。于是一场同室操戈不可避免的发生了。但是他们也开始意识到，自己只是组织的一个棋子。而眼前的，是共同生活了7年的爱人。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1677402144.jpg
732	食神	1996	7.9	粤语	88.0	1996-12-21(香港)	香港	喜剧|动作	周星驰|喜剧|香港|香港电影|搞笑|食神|电影|1996	史提芬周（周星驰 饰）在饮食界是享誉盛名的食神，但一直骄傲自大，惟利是图。被身边得力助手陷害，一夜间一无所有。他在庙街认识了早已对他倾心的大姐大火鸡（莫文蔚 饰）及一众老大，靠着史提芬周的商业头脑，他们决定推出“爆浆癞尿牛丸”，史提芬周重出江湖的道路也越来越顺利。为了重新夺得食神的位置，他回到大陆寻找“中国厨艺学院”受训。火鸡一路跟着他想对他表白，史提芬被对手追杀，火鸡不顾生命为他档了一枪，生死未卜。学成归来的史提芬如期到达食神的比赛场地，没想到评判却被对手收买了……	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2208185679.jpg
733	我，机器人 I|Robot	2004	8.1	英语	115.0	2004-07-16(美国)	美国 | 德国	动作|科幻|悬疑|惊悚	科幻|美国|WillSmith|机器人|动作|威尔·史密斯|美国电影|2004	公元2035年，是人和机器人和谐相处的社会，智能机器人作为最好的生产工具和人类伙伴，逐渐深入人类生活的各个领域，而由于机器人“三大法则”的限制，人类对机器人充满信任，很多机器人甚至已经成为家庭成员。                                        |                                    　　总部位于芝加哥的USR公司开发出了更先进的NS-5型超能机器人，然而就在新产品上市前夕，机器人的创造者阿尔弗莱德•朗宁博士却在公司内离奇自杀。                                        |                                    　　黑人警探戴尔•斯普纳（威尔•史密斯 饰）接手了此案的调查，由于不愉快的往事，斯普纳对机器人充满了怀疑，不相信人类与机器人能够和谐共处。他根据对朗宁博士生前在3D投影机内留下的信息分析和对自杀现场的勘查，怀疑对象锁定了朗宁博士自己研制的NS-5型机器人桑尼，而公司总裁劳伦斯•罗伯逊似乎也与此事有关。                                        |                                    　　斯普纳结识了专门研究机器人心理的女科学家苏珊•凯文(碧姬•奈娜汉 饰)，随着二人调查的深入，真相一步一步被揭露出来：...	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p691069814.jpg
734	白雪公主和七个小矮人 Snow White and the Seven Dwarfs	1937	8.2	英语	83.0	1937-12-21	美国	爱情|动画|歌舞|家庭|奇幻	动画|迪斯尼|美国|经典|白雪公主|DISNEY|童话|动画片	白雪公主原本是世界上最幸福的人，可惜当她母后逝去，父王娶了她继母后，这一切都改变了。恶毒的继母处处为难白雪公主，当她父王也死后，白雪公主过得更艰难了。这天，皇后从魔镜中得知世上最美的人不是自己而是白雪公主后，气急败坏的她下令武士将她带到森林处决了，好心的武士放走了白雪公主。夜晚，森林里的七个小矮人收留了无家可归的白雪公主。当皇后得知白雪公主还没死时，气急败坏的她决定亲自出马将白雪公主害死。第二天，她化妆成了一个老婆婆，带着毒苹果往森林深处走去。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833054584.jpg
735	北京遇上西雅图	2013	7.3	汉语普通话 | 英语 | 闽南语	123.0	2013-03-21(中国大陆)|2016-03-29(重映)	中国大陆 | 香港	喜剧|爱情	爱情|温情|西雅图|浪漫|喜剧|2013|中国大陆|感人	“败金女”文佳佳（汤唯 饰）曾经是美食杂志编辑，对爱情充满了像电影《西雅图夜未眠》一样的浪漫幻想。而在现实中，为了给自己的孩子一个“美利坚公民”的身份，她不远万里只身来到西雅图的月子中心待产生子。                                        |                                    　　在月子中心，文佳佳炫富的作风引发了房东（金燕玲 饰）和其他孕妇周逸（海清 饰）、陈悦（买红妹 饰）的反感，倍感孤独的她只能向司机郝志Frank（吴秀波 饰）倾诉心声。而看上去木讷老实的“落魄叔”Frank并不是一个平庸的男子，他在中国曾是一位一流的心血管疾病方面的名医。在相处中，Frank的体贴包容渐渐融化着文佳佳的刁蛮任性。当文佳佳的富豪男友突然失踪后，一夜之间变成穷人的文佳佳得到了Frank无微不至的照顾，跟Frank和他的女儿Julie（宋美曼 & 宋美慧 饰）一起生活的这段日子，让文佳佳找到了家的温暖。                                        |                                    　　当经历了变故的文佳佳，生下了孩子，就要结束她...	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1878328589.jpg
736	听说 聽說	2009	8.1	汉语普通话 | 台湾手语 | 闽南语	107.0	2015-06-26(中国大陆)|2009-08-28(台湾)	台湾	剧情|爱情	台湾|爱情|青春|文艺|温情|感动|励志|2009	阳光男孩黄天阔（彭于晏 饰）的父母经营着一家便当店，某天，他在为听障游泳队送便当时邂逅了清纯美丽的姐妹花——小朋（陈妍希 饰）和秧秧（陈意涵 饰）。姐妹俩的父亲是一名传教士，常年在非洲工作。为了保障姐姐顺利参加听障奥运会，秧秧担负起赚取家用的重任。她每日来去匆匆，辛苦打着几份工。本身即掌握手语的天阔自然而然融入了姐妹俩的生活当中，为了接近心仪的秧秧，他时常在体育馆门口做生意，还费尽心思为秧秧制作爱心便当。相识时间虽短，却让两个年轻人的心越走越近。然而某次约会中，一个小小的误会阻断了他们的交往，与此同时，小朋也遭遇了一场灾难……	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250788664.jpg
737	情人 L'amant	1992	8.2	英语 | 粤语	115.0	1992-01-22(法国)|1992-06-19(英国)	法国 | 英国 | 越南	剧情|爱情|情色|传记	杜拉斯|法国|爱情|梁家辉|情人|情色|法国电影|越南	1929年的越南是法国殖民地，简（珍·玛奇 饰）是一个15岁的法国少女，在西贡女子寄宿学校读书。每逢假期简便回家，母亲办了一所很小的学校，收入甚少。简有两个哥哥，大哥比尔吸毒成瘾且横行霸道，二哥保罗生性懦弱，常受大哥的欺负。一天简一如往常一样告别母亲乘上渡船回学校，在船上遇到一个坐黑色大轿车的阔少爷东尼（梁家辉饰）。东尼是华侨富翁的独生子，东尼喜欢这名白人少女便去搭讪，两人便搭上了。                                    |                                　　简在寄宿学校里知道有的女生在外卖淫，她也想找个有钱人试试，因此很主动与东尼交谈。上岸后两人逛了西贡，还一起上馆子吃中国饭菜，东尼并用汽车送她回学校。第二天刚放学，黑色汽车就等在校门口了。                                    |                                　　简和东尼很快就坠入爱河。东尼把简带到他的公馆，这是中国富人们常用来金屋藏娇的地方。他俩在这里幽会、洗澡、玩耍。有时晚上也不回学校，校方只好通知她的母亲，然而……	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553122878.jpg
738	叶问 葉問	2008	7.6	粤语 | 汉语普通话 | 日语	106.0	2008-12-12(中国大陆)|2008-12-19(香港)	香港 | 中国大陆	剧情|动作|传记|历史	动作|香港|功夫|传记|2008|武侠|剧情|历史	1930年代，中国武术之都佛山。                                        |                                    　　这日，武功了得的北方武师金山找（樊少皇 饰）率众来佛山踢馆，各大武馆馆主皆成他手下败将之后，他找上习得一身武艺却为人低调未设馆授徒的叶问（甄子丹 饰）。在巡警李钊（林家栋 饰）、好友武痴林（行宇 饰）等乡邻的请求及妻子张永成（熊黛林 饰 ）的鼓励下，叶问用咏春拳以柔克刚将金山找制服，确立在佛山的大师傅地位，李钊更私下将他视作师父。之前叶问挚友周清泉（任达华 饰）有心拉他合开纺织厂，但怕与爱妻及爱子分开的他只在资金上将周支持。                                        |                                    　　几年之后，侵华日军将佛山攻占，叶问同幸存下的乡邻一样，被迫携妻儿移居废屋。生计面前，叶问混在人群争抢去煤矿做苦力的机会，李钊则成为日军翻译官。日军将领三蒲（池内博之 饰）是名武痴，他以一袋白米作奖赏，派李钊四处搜寻能打国人在打斗场上与日军切磋，多名昔日武馆馆主及武痴林因此惨死。这将叶问激怒，他走...	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p458263441.jpg
739	曾经 Once	2007	8.3	英语 | 捷克语	86.0	2007-01-20(圣丹斯电影节)|2007-03-23(爱尔兰)	爱尔兰	剧情|爱情|音乐	音乐|爱尔兰|爱情|文艺|温情|剧情|浪漫|2007	这是一部由音乐开启的爱尔兰电影。　卖花女（Marketa Irglova）被街头艺人（Glen Hansard饰）的音乐所吸引，开始了一段荡气回肠的浪漫故事。他们不是王子和公主，各自有着琐碎的生活，但是他们有个共同点，那就是对音乐的热爱。在一次合奏中，他们找到了彼此间惊人的默契。这个发现让他们兴奋，很快他们找到了另外的一个同伴，组成了一个乐队，并通过优秀的表现得到了专业人士的肯定。与此同时，爱情也在逐渐萌芽。音乐是这部电影最大的亮点之一，塑造了极其浪漫唯美的氛围。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173720203.jpg
740	无间道3：终极无间 無間道III 終極無間	2003	7.9	汉语普通话 | 粤语	107.0	2003-12-12(中国大陆/香港/台湾)	中国大陆 | 香港	剧情|动作|惊悚|犯罪	香港|无间道|梁朝伟|警匪|香港电影|刘德华|黑帮|刘伟强	刘建明（刘德华）在陈永仁（梁朝伟）被杀10个月后接受警队内部调查，被架空职权，加上家庭的变故，他的精神状态每况愈下，但他坚信局面很快就会扭转。年轻警司杨锦荣（黎明）在同事看来是怪人一个，他正凭着过人的业绩迈向警队最高层。为了搞清楚杨锦荣的真实身份，刘建明开始对其调查。                                    |                                　　刘建明渐渐发现韩琛旧日的生意拍档沈澄（陈道明）与杨锦荣有着千丝万缕的关系，为了置杨锦荣于死地，也为了不让自己的身份曝光，渴望做个好人已久的刘建明开始千辛万苦地找寻一个又一个证据，可是他总在最接近真相时功亏一篑。	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2527603461.jpg
